serie_id,fecha_hora,serie,mac,firmware,patron,patron_original,valor_certificado,tipo_lamina,color,orientacion,codigo,disparo,respuesta_bruta,x,descartado,motivo_descarte,veredicto,nota,aceptada,elegida,colocacion
S019,"2026-09-19T10:12:16-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P47,P47,9,I,azul,0,e,4,"::606",606,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S019",1,1,1
S019,"2026-09-19T10:12:17-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P47,P47,9,I,azul,0,e,5,"::605",605,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S019",1,1,1
S019,"2026-09-19T10:12:19-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P47,P47,9,I,azul,0,e,6,"::604",604,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S019",1,1,1
S019,"2026-09-19T10:12:21-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P47,P47,9,I,azul,0,e,7,"::606",606,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S019",1,1,1
S019,"2026-09-19T10:12:22-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P47,P47,9,I,azul,0,e,8,"::606",606,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S019",1,1,1
S019,"2026-09-19T10:12:24-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P47,P47,9,I,azul,0,e,9,"::609",609,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S019",1,1,1
S020,"2026-09-19T10:12:38-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,1,"::608",608,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:40-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,2,"::613",613,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:41-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,3,"::603",603,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:43-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,4,"::609",609,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:45-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,5,"::597",597,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:46-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,6,"::604",604,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:48-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,7,"::603",603,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:49-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,8,"::611",611,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S020,"2026-09-19T10:12:51-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P48,P48,9,I,azul,0,e,9,"::601",601,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S020",1,1,1
S021,"2026-09-19T10:13:05-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,1,"::885",885,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:07-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,2,"::889",889,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,3,"::899",899,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:10-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,4,"::895",895,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:12-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,5,"::905",905,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:13-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,6,"::903",903,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:15-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,7,"::901",901,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:16-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,8,"::901",901,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S021,"2026-09-19T10:13:18-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,9,"::910",910,0,,DUDOSO,"repetida | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S021",0,0,1
S022,"2026-09-19T10:13:23-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,1,"::908",908,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:24-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,2,"::911",911,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:26-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,3,"::907",907,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:28-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,4,"::904",904,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:29-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,5,"::915",915,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:31-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,6,"::907",907,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:32-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,7,"::900",900,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:34-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,8,"::901",901,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S022,"2026-09-19T10:13:36-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P50,P50,71,I,naranja,0,e,9,"::911",911,0,,DUDOSO,"Pap3 de vinilo reflectiva de mala calidad | importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S022",1,1,1
S023,"2026-09-19T10:14:46-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,1,"::2442",2442,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:48-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,2,"::2454",2454,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:49-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,3,"::2459",2459,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:51-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,4,"::2459",2459,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:52-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,5,"::2457",2457,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:54-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,6,"::2458",2458,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:56-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,7,"::2463",2463,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,8,"::2453",2453,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S023,"2026-09-19T10:14:59-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,0,e,9,"::2466",2466,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S023",1,0,1
S024,"2026-09-19T10:15:12-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,1,"::2449",2449,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:13-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,2,"::2453",2453,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:15-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,3,"::2461",2461,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:16-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,4,"::2455",2455,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:18-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,5,"::2458",2458,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:20-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,6,"::2467",2467,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:21-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,7,"::2460",2460,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:23-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,8,"::2465",2465,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S024,"2026-09-19T10:15:24-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P5,P5,740,XI,amarillo,90,e,9,"::2466",2466,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S024",1,1,1
S025,"2026-09-19T10:15:57-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,1,"::2953",2953,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:15:58-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,2,"::2968",2968,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:00-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,3,"::2950",2950,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:01-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,4,"::2964",2964,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:03-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,5,"::2960",2960,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:05-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,6,"::2964",2964,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:06-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,7,"::2956",2956,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:08-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,8,"::2963",2963,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S025,"2026-09-19T10:16:09-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P1,P1,762,XI,blanco,0,e,9,"::2970",2970,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S025",1,1,1
S026,"2026-09-19T10:16:37-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,1,"::2051",2051,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:39-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,2,"::2053",2053,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:41-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,3,"::2063",2063,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:42-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,4,"::2053",2053,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:44-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,5,"::2053",2053,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:45-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,6,"::2064",2064,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:47-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,7,"::2059",2059,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:49-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,8,"::2060",2060,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S026,"2026-09-19T10:16:50-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P2,P2,414,IV,blanco,0,e,9,"::2071",2071,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S026",1,1,1
S027,"2026-09-19T10:17:10-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,1,"::2104",2104,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:12-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,2,"::2107",2107,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:14-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,3,"::2112",2112,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:15-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,4,"::2112",2112,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:17-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,5,"::2102",2102,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:18-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,6,"::2116",2116,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:20-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,7,"::2121",2121,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:22-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,8,"::2112",2112,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
S027,"2026-09-19T10:17:23-0500",SLV-002,"00:21:13:05:19:3B",V3.6 2026-09-19 (3.6.1) DEF mascara 0000,P27,P27,471,IX,blanco,0,e,9,"::2114",2114,0,,OK,"importada de primary: MyDocuments/retro/DOC-20260919-WA0052.zip md5 4c50dbf63d53bd7f53cbd9856a0e5805, serie S027",1,1,1
